work_id,author,author_ml,author_name_tei,author_page,title_ml,title_en,toc_title,section_label,work_type,keywords,domain,derivation,factuality,constitution,language,source_url,html_url,publisher,pub_place,digital_edition_date,digital_edition_year,source_pub_year,source_publisher,source_pages,typeset_by,edited_by,encoded_by,sponsor,funder,licence,licence_url,setting_place,setting_time,word_count,char_count,para_count,chillu_atomic,chillu_zwj,chillu_encoding,unicode_form,sha256
kuttipuzha-thathwachintha,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,സാഹിത്യത്തിലെ തത്ത്വചിന്ത,Sahithyaththile Thathwachintha,സാഹിത്യത്തിലെ തത്ത്വചിന്ത,Essay,article,Article; Kuttipuzha Krishnapilla; Sahithyaththile Thathwachintha; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; സാഹിത്യത്തിലെ തത്ത്വചിന്ത; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-thathwachintha.xml,https://books.sayahna.org/html/kuttipuzha-thathwachintha.html,Sayahna Foundation,"Trivandrum, India","December 23, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 23, 2023",778,9297,17,177,0,atomic,NFC,cdbc66b03284ca923377e0493c48c48d27eaa3cafcd2c47941c33f6c422cf01e
kuttipuzha-jeevithadarsanam,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,സാഹിത്യവും ജീവിതദർശനവും,Sahithyavum Jeevithadarsanavum,സാഹിത്യവും ജീവിതദർശനവും,Essay,article,Article; Kuttipuzha Krishnapilla; Sahithyavum Jeevithadarsanavum; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; സാഹിത്യവും ജീവിതദർശനവും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-jeevithadarsanam.xml,https://books.sayahna.org/html/kuttipuzha-jeevithadarsanam.html,Sayahna Foundation,"Trivandrum, India","November 27, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"November 27, 2023",306,3371,16,74,0,atomic,NFC,3f763db4cfc8f822e1c8a880329d9ecb3f4a99f600eb4642d54769e1f52f1bba
kuttipuzha-soundarya,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,സൗന്ദര്യബോധം,Soundaryabodham,സൗന്ദര്യബോധം,Essay,article,Article; Kuttipuzha Krishnapilla; Soundaryabodham; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; സൗന്ദര്യബോധം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-soundarya.xml,https://books.sayahna.org/html/kuttipuzha-soundarya.html,Sayahna Foundation,"Trivandrum, India","July 10, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 10, 2023",1210,14520,16,272,0,atomic,NFC,52894d2652b8b8959c5eb52654924e3fc85f7484916c10862523d49e30304990
kuttipuzha-parathanthryam,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,സ്ത്രീകളുടെ പാരതന്ത്ര്യം,Sthreekalude Parathanthryam,സ്ത്രീകളുടെ പാരതന്ത്ര്യം,Essay,article,Article; Kuttipuzha Krishnapilla; Sthreekalude Parathanthryam; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; സ്ത്രീകളുടെ പാരതന്ത്ര്യം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-parathanthryam.xml,https://books.sayahna.org/html/kuttipuzha-parathanthryam.html,Sayahna Foundation,"Trivandrum, India","December 22, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 22, 2023",778,9054,13,191,0,atomic,NFC,05769fc590cc58d88350c9b03b093759aa4fb399264d6771c52fa8c9b8af95a8
kuttipuzha-schintha,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,സ്വതന്ത്രചിന്ത,Swathanthrachintha,സ്വതന്ത്രചിന്ത,Essay,article,Article; Kuttipuzha Krishnapilla; Swathanthrachintha; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; സ്വതന്ത്രചിന്ത; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-schintha.xml,https://books.sayahna.org/html/kuttipuzha-schintha.html,Sayahna Foundation,"Trivandrum, India","January 14, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to Sahitya Akademi. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 14, 2025",1111,13033,15,274,0,atomic,NFC,1c6528eb272475ad1f1031699acf059ebb8576de9a31e26595d16d5fbd12e2bc
kuttipuzha-stoic,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,സ്റ്റോയിക് തത്ത്വചിന്ത,Stoic Thathwachintha,സ്റ്റോയിക് തത്ത്വചിന്ത,Essay,article,Article; Kuttipuzha Krishnapilla; Stoic Thathwachintha; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; സ്റ്റോയിക് തത്ത്വചിന്ത; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-stoic.xml,https://books.sayahna.org/html/kuttipuzha-stoic.html,Sayahna Foundation,"Trivandrum, India","January 17, 2025",2025,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to Sahitya Akademi. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"January 17, 2025",839,9734,17,172,0,atomic,NFC,4930167a382b53cf5e9383ef14e0a0e94a5f12bd95698c8ca700d6a184bed642
kuttipuzha-hypasia,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,ഹൈപ്പേഷ്യ,Hypatia,ഹൈപ്പേഷ്യ,Essay,article,Article; Kuttipuzha Krishnapilla; Hypatia; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; ഹൈപ്പേഷ്യ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-hypasia.xml,https://books.sayahna.org/html/kuttipuzha-hypasia.html,Sayahna Foundation,"Trivandrum, India","February 6, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 6, 2024",373,4311,11,95,0,atomic,NFC,6904d4cff0907a252ba56ea16d3765a1957f2c63b1595c60d7a8ddf6800ff2f4
kuttipuzha-hyuyansang,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,ഹ്യുയൻസാങ്,Xuanzang,ഹ്യുയൻസാങ്,Essay,article,Article; Kuttipuzha Krishnapilla; Xuanzang; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; ഹ്യുയൻസാങ്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-hyuyansang.xml,https://books.sayahna.org/html/kuttipuzha-hyuyansang.html,Sayahna Foundation,"Trivandrum, India","April 3, 2024",2024,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to Sahitya Akademi. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"April 3, 2024",850,10171,16,234,0,atomic,NFC,3009da57784ebd65c136fc5586d4d5e645cb2d612fc0ac7be5b6e24e01e16f78
kuttipuzha-russian,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,റഷ്യൻസാഹിത്യം,Russiansahithyam,റഷ്യൻസാഹിത്യം,Essay,article,Article; Kuttipuzha Krishnapilla; Russiansahithyam; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; റഷ്യൻസാഹിത്യം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-russian.xml,https://books.sayahna.org/html/kuttipuzha-russian.html,Sayahna Foundation,"Trivandrum, India","July 17, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"July 17, 2023",3142,37055,40,805,0,atomic,other,1bdc31439d2c7054052d7514bf9739e21549ac06fc37de71a4ac51a300fea8a8
kuttipuzha-russiasthree,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,റഷ്യയിലെ സ്ത്രീകൾ,Russiayile Sthreekal,റഷ്യയിലെ സ്ത്രീകൾ,Essay,article,Article; Kuttipuzha Krishnapilla; Russiayile Sthreekal; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; റഷ്യയിലെ സ്ത്രീകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-russiasthree.xml,https://books.sayahna.org/html/kuttipuzha-russiasthree.html,Sayahna Foundation,"Trivandrum, India","December 23, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"December 23, 2023",600,7170,12,157,0,atomic,NFC,35528a9f6eb7636f0b468ff87f0699c3b730ce31d8700b7077bd7626758d7175
kuttipuzha-realism,Kuttipuzha Krishnapilla,കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള,Kuttipuzha Krishnapilla,https://books.sayahna.org/html/sfn-kuttipuzha.html,റിയലിസം,Realism,റിയലിസം,Essay,article,Article; Kuttipuzha Krishnapilla; Realism; കുറ്റിപ്പുഴ കൃഷ്ണപിള്ള; റിയലിസം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kuttipuzha-realism.xml,https://books.sayahna.org/html/kuttipuzha-realism.html,Sayahna Foundation,"Trivandrum, India","October 21, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"October 21, 2023",750,8348,16,147,0,atomic,NFC,222239ced4c35ace20a5a75050093059cd3a55972a561c810f1e72474e167eed
kgs-panikkar,KGS,കെജിഎസ്,K. G. S.,https://books.sayahna.org/html/sfn-kgs.html,അയ്യപ്പപ്പണിക്കർക്കു്,Ayyappapanikkarkku,അയ്യപ്പപ്പണിക്കർക്കു്,Essay,article,Article; K. G. S.; Ayyappapanikkarkku; കെ. ജി. എസ്.; അയ്യപ്പപ്പണിക്കർക്കു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-panikkar.xml,https://books.sayahna.org/html/kgs-panikkar.html,Sayahna Foundation,"Trivandrum, India","October 15, 2022",2022,2020,Sayahna Foundation,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2020-09-11,1720,18615,39,415,0,atomic,NFC,2b211e44c7efe1ff0bfab7cc28518f9cd4ca9734cfeb429ce3916044c318a056
kgs-canto,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,കാന്റോ ജനറലും നെരൂദയുടെ ആരോഹണവും,Canto General and the elevation of Neruda,കാന്റോ ജനറലും നെരൂദയുടെ ആരോഹണവും,Essay,speech on poetry,KGS; Literary speech; Latin Amercan Poetry; Pablo Neruda; Canto General; Open Access Publishing; Malayalalm; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-canto.xml,https://books.sayahna.org/html/kgs-canto.html,Sayahna Foundation,"Trivandrum, India","October 7, 2021",2021,2009,"Literary Workshop, Kerala Varma College",20,CVR,PK Ashok,CVR,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Thrissur, Kerala, India",2009-11-03,5716,61816,73,1179,0,atomic,NFC,f163a1694b154d77a2111b2a48cfffe1340adb394f74d41f2a71674e5014fc8d
kgs-vanmathil,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,വലുതു് വിസ്മയം,Valuthu Vismayam,വലുതു് വിസ്മയം,Essay,article,Article; KGS; Valuthu Vismayam; കെ. ജി. എസ്.; വലുതു് വിസ്മയം; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-vanmathil.xml,https://books.sayahna.org/html/kgs-vanmathil.html,Sayahna Foundation,"Trivandrum, India","October 20, 2022",2022,2020,Sayahna Foundation,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2020-11-10,1729,17158,40,523,0,atomic,NFC,f968c9da5de16473909ed25b84877f504568b985567bc35b01d90be26178c0a0
kgs-puthukkal,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,ഈസ്റ്റർ: എല്ലാറ്റിന്റെയും പുതുക്കൽ,Easter: Ellattinteyum Puthukkal,ഈസ്റ്റർ: എല്ലാറ്റിന്റെയും പുതുക്കൽ,Essay,article,Article; കെ. ജി. എസ്.; KGS; ഈസ്റ്റർ: എല്ലാറ്റിന്റെയും പുതുക്കൽ; Easter: Ellattinteyum Puthukkal; Open Access Publishing; Malayalalm; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-puthukkal.xml,https://books.sayahna.org/html/kgs-puthukkal.html,Sayahna Foundation,"Trivandrum, India","December 10, 2022",2022,2021,"Literary Workshop, Kerala Varma College",20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Thrissur, Kerala, India",2021-04-04,733,8148,15,213,0,atomic,NFC,f7ddf84a97126feb4ee999b1045e5bad7fe7d2cbfb1e47de1af709c98c9f7c0e
kgs-shirt,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,അച്ഛന്റെ ഷർട്ടുകൾ,Achante shirtukal,അച്ഛന്റെ ഷർട്ടുകൾ,Essay,poem,poem; KGS; Achante shirtukal; കെ. ജി. എസ്.; അച്ഛന്റെ ഷർട്ടുകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-shirt.xml,https://books.sayahna.org/html/kgs-shirt.html,Sayahna Foundation,"Trivandrum, India","September 29, 2022",2022,2022,Sayahna Foundation,20,LJ Anjana,PK Ashok,LJ Anjana,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2022-09-29,11,77,3,3,0,atomic,NFC,b6f118b8a764228620a470dfb9fa59280c814f22e9595261c73a1bc2ff38eb26
kgs-otta,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,ഓട്ട,Otta,ഓട്ട,Essay,poem,Poem; KGS; Otta; കെ. ജി. എസ്.; ഓട്ട; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-otta.xml,https://books.sayahna.org/html/kgs-otta.html,Sayahna Foundation,"Trivandrum, India","August 21, 2022",2022,2022,Sayahna Foundation,20,LJ Anjana,PK Ashok,LJ Anjana,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2022-08-21,5,29,2,1,0,atomic,NFC,70e4382efa003455dd3adfcf441d3059add49c4d0d663333c1c751a66810268d
kgs-thakazhi,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,തകഴിയും മാന്ത്രികക്കുതിരയും,Thakazhiyum Manthrikakkuthirayum,തകഴിയും മാന്ത്രികക്കുതിരയും,Essay,poem,Poem; KGS; Thakazhiyum Manthrikakkuthirayum; കെ. ജി. എസ്.; തകഴിയും മാന്ത്രികക്കുതിരയും; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-thakazhi.xml,https://books.sayahna.org/html/kgs-thakazhi.html,Sayahna Foundation,"Trivandrum, India","October 22, 2022",2022,2020,Sayahna Foundation,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2020-12-05,459,4737,11,92,0,atomic,NFC,1f53023d0cb7a850f3c4d50a0774dd9c6b055bf1205b515c121981718a8a9af9
kgs-damu,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,ദാമു,Damu,ദാമു,Essay,poem,Poem; KGS; Damu; കെ ജി എസ്; ദാമു; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-damu.xml,https://books.sayahna.org/html/kgs-damu.html,Sayahna Foundation,"Trivandrum, India","December 11, 2022",2022,2021,Sayahna Foundation,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2021-04-17,47,402,6,12,0,atomic,NFC,eb2231dcf95ea60add30b637ce01a2189d0450199127eededdb756ee1b1e28ec
kgs-pookkaitha,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,പൂക്കൈത,Pookkaitha,പൂക്കൈത,Essay,poem,Poem; KGS; Pookkaitha; കെ. ജി. എസ്.; പൂക്കൈത; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-pookkaitha.xml,https://books.sayahna.org/html/kgs-pookkaitha.html,Sayahna Foundation,"Trivandrum, India","October 22, 2022",2022,2020,Sayahna Foundation,20,LJ Anjana,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2020-12-02,7,47,2,3,0,atomic,NFC,db3ece864cfeffb90dfe75505b5b4f2c28f7f4d455baa1f1a07fb4449b4d0c8a
kgs-kaipu,KGS,കെജിഎസ്,"KGS, A. Prathapan",https://books.sayahna.org/html/sfn-kgs.html,കയ്പു്,Kayppu,കയ്പു്,Essay,poem,Poem; KGS; Kayppu; A. Prathapan; കെ ജി എസ്; എ. പ്രതാപൻ; കയ്പു്; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-kaipu.xml,https://books.sayahna.org/html/kgs-kaipu.html,Sayahna Foundation,"Trivandrum, India","November 25, 2022",2022,2021,Sayahna Foundation,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2021-01-15,506,4729,14,123,0,atomic,NFC,4743576da622ec608f7c053552b570abd38e7ef662340e658a24b0f0fd2c5001
kgs-baakki,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,കവിതകൾ,Poems,ബാക്കി,Essay,poem,Poem; KGS; Poems; കെ. ജി. എസ്.; കവിതകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-baakki.xml,https://books.sayahna.org/html/kgs-baakki.html,Sayahna Foundation,"Trivandrum, India","October 16, 2022",2022,2020,Sayahna Foundation,20,JN Jamuna,PK Ashok,JN Jamuna,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2020-09-27,5,32,2,2,0,atomic,NFC,c4b81272096ced9c272e47edc39c73177f9fba7e2f43fba1c8846650b821250a
kgs-vittayakuka,KGS,കെജിഎസ്,KGS,https://books.sayahna.org/html/sfn-kgs.html,വിട്ടയക്കുക,Vittayakuka,വിട്ടയക്കുക,Essay,poem,Poem; KGS; Vittayakuka; കെ. ജി. എസ്.; വിട്ടയക്കുക; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kgs-vittayakuka.xml,https://books.sayahna.org/html/kgs-vittayakuka.html,Sayahna Foundation,"Trivandrum, India","July 8, 2022",2022,2022,Sayahna Foundation,20,LJ Anjana,PK Ashok,LJ Anjana,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,"Trivandrum, Kerala, India",2022-07-08,9,77,3,1,0,atomic,NFC,a7bfd4fd60e21ea69db097cb1fec5caddb972584e8680c90c12aa62af2c40987
kesari-russian,Kesari Balakrishna Pillai,കേസരി ബാലകൃഷ്ണപിള്ള,Kesari Balakrishna Pillai,https://books.sayahna.org/html/sfn-kesari.html,6 റഷ്യൻ കഥകൾ,6 Russian Kathakal,6 റഷ്യൻ കഥകൾ,Essay,article,Article; Kesari Balakrishna Pillai; 6 Russian Kathakal; കേസരി ബാലകൃഷ്ണപിള്ള; 6 റഷ്യൻ കഥകൾ; Open Access Publishing; Malayalam; Sayahna Foundation; Free Software; XML,art,orginal,fact,single,ml,https://books.sayahna.org/xml/kesari-russian.xml,https://books.sayahna.org/html/kesari-russian.html,Sayahna Foundation,"Trivandrum, India","February 23, 2023",2023,,Not available,20,JN Jamuna,PK Ashok,LJ Anjana,Sayahna Foundation,River Valley Technologies,The text of the original item is copyrighted to the author. The text encoding and editorial notes were created and​/or prepared by the Sayahna Foundation and are licensed under a Creative Commons Attr,https://creativecommons.org/licenses/by-nc-sa/4.0/,India,"February 23, 2023",792,9403,13,222,0,atomic,NFC,c3f0728045ba226877fabb6f6d56301f71b48ba45320ce73b617cec888ffb70e
